Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
United Kingdom,GBR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,7.092486371,6.921387523,6.944166041,6.800743411,6.596056013,6.436978573,6.249036797,6.235703712,5.9411052,5.502195639,5.197413238,5.076330623,5.171047756,4.906161057,5.069427115,5.339603439,5.175503337,4.923277621,4.733043086,4.679757567,5.019903459,4.983763369,5.381326521,5.39688559,5.508079498,5.320704619,5.059823737,4.686668443,4.214287628,4.040954332,3.983217695,4.116802423,3.864717766,3.590649512,3.381933718,2.854199491,2.724592322,2.560148772,2.495962275,2.422909593,2.372796645,2.411122101,2.485659675,2.552062015,2.497821368,2.434203228,2.373086999,2.374207748,2.495723016,2.653485016,2.578159502,2.502726402,2.420564731,2.293640241,2.183906248,2.045503192,1.981438255,1.946324996,1.948755708,2.013004573,2.246546679
Georgia,GEO,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.210173027,2.210173027,2.210173027,2.210173027,2.210173027,2.210173027,2.210173027,2.210173027,2.210173027,2.210173027,2.210173027,2.210173027,2.210173027,2.210173027,2.210173027,2.210173027,2.210173027,2.210173027,2.210173027,2.210173027,2.210173027,2.210173027,2.210173027,2.210173027,2.210173027,2.210173027,2.210173027,2.210173027,2.210173027,2.210173027,2.210173027,2.210173027,2.210173027,2.210173027,2.210173027,2.210173027,2.210173027,1.253587669,1.136973956,0.924374856,0.615582491,0.740186005,1.000532997,1.068489125,1.373838972,3.339169797,5.218306951,9.159116517,8.520118395,5.606597051,3.709632391,3.102968685,2.983734098,2.570552435,2.357939594,2.00294589,2.081640315,1.969742969,1.897113157,1.749924308,1.809647735
Ghana,GHA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.706659013,2.103004292,2.001003009,2.016348774,1.921988682,1.73260573,2.226613966,2.226613966,2.655882353,2.501250625,2.118193891,1.701319472,1.429840142,1.364934323,1.581545064,1.714934696,1.566809684,1.253247335,0.851281807,0.646304302,0.773574779,0.741113532,0.541347121,0.341179539,0.593211882,1.000443087,0.900516844,0.892627346,0.437880518,0.430846522,0.276510427,0.368975045,0.37734722,0.42195164,0.426586696,0.466092658,0.393540835,0.405428573,0.471706006,0.471795171,0.627279006,0.373922952,0.368353827,0.428512777,0.389777264,0.367459297,0.371042977,0.509249882,0.39844462,0.455352364,0.380677684,0.592259763,0.804165256,0.533396427,0.678998541,0.526514224,0.38237993,0.401629021,0.419660326,0.441936078,0.446156223
Guinea,GIN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.902357646,0.902357646,0.902357646,0.902357646,0.902357646,0.902357646,0.902357646,0.902357646,0.902357646,0.902357646,0.902357646,0.902357646,0.902357646,0.902357646,0.902357646,0.902357646,0.902357646,0.902357646,0.902357646,0.902357646,0.902357646,0.793828345,0.639108638,0.639108638,0.639108638,0.639108638,0.639108638,0.639108638,0.639108638,0.639108638,0.639108638,2.38055426,1.694640615,1.340709363,1.356116905,1.356116905,1.356116905,1.172819262,1.254991803,1.595131143,1.534637514,3.100210546,3.324680244,2.441181415,2.22856441,2.22856441,2.22856441,2.22856441,2.22856441,2.22856441,2.22856441,2.22856441,2.286598227,2.349606844,2.240219514,2.517735345,1.88205381,1.768122506,1.636814205,1.445135682,1.457511923
"Gambia, The",GMB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.34090903,0.34090903,0.34090903,0.34090903,0.34090903,0.34090903,0.34090903,0.34090903,0.34090903,0.34090903,0.34090903,0.34090903,0.34090903,0.34090903,0.34090903,0.34090903,0.34090903,0.34090903,0.34090903,0.34090903,0.34090903,0.34090903,0.34090903,0.34090903,0.477501573,0.551225895,0.563939017,0.631086622,0.810531317,0.95839227,0.461265972,0.504243267,0.409650499,0.279219754,0.255557492,0.30461567,0.397307469,0.407575946,0.384833815,0.325833061,0.315793599,0.234862059,0.24438081,0.227388636,0.192621402,0.277027429,0.260242378,0.355318377,1.098984204,0.489283634,0.489283634,0.489283634,0.78961347,0.754494266,1.187509127,1.008858467,1.008858467,1.008858467,0.702928018,0.814318637,0.828278886
Guinea-Bissau,GNB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.008694578,0.008694578,0.008694578,0.008694578,0.008694578,0.008694578,0.008694578,0.008694578,0.008694578,0.008694578,0.008694578,0.008694578,0.008694578,0.008694578,0.008694578,0.008694578,0.008694578,0.008694578,0.008694578,0.008694578,0.008694578,0.008694578,0.008694578,0.013478315,0.015024038,0.010903144,0.024396442,0.058086957,0.058086957,0.181085044,0.181085044,0.181085044,0.181085044,0.181085044,0.317965024,0.49556809,0.566593083,0.650521153,1.404761905,1.404761905,2.628030362,1.626726771,1.558602899,1.575423111,1.575423111,2.064836713,2.064836713,2.064836713,2.064836713,1.662384767,2.017526129,1.595059118,2.4755946,2.076018119,2.03802352,1.625961245,1.335409609,1.424578577,1.411144551,1.652794305,1.736152603
Equatorial Guinea,GNQ,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.98642304,1.98642304,1.98642304,1.98642304,1.98642304,1.98642304,1.98642304,1.98642304,1.98642304,1.98642304,1.98642304,1.98642304,1.98642304,1.98642304,1.98642304,1.98642304,1.98642304,1.98642304,1.98642304,1.98642304,1.98642304,1.98642304,1.98642304,1.98642304,1.98642304,1.98642304,1.98642304,1.98642304,1.98642304,1.98642304,1.98642304,1.98642304,1.98642304,1.98642304,1.98642304,2.045616853,2.045616853,2.045616853,2.045616853,2.045616853,2.045616853,2.045616853,2.045616853,2.045616853,2.045616853,2.045616853,2.045616853,1.501825824,1.482309067,2.474929604,2.474929604,2.474929604,2.474929604,2.474929604,0.766177854,1.041432076,1.237123381,1.100368826,1.072141334,1.312734395,1.312734395
Greece,GRC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,4.85730296,4.24357,4.048429712,3.82448464,3.57356211,3.498464921,3.584687388,4.345707668,4.690180266,4.78878606,4.197302194,4.119199173,3.956525145,3.517709064,4.824468835,5.847321622,5.829227384,5.918535654,5.575444512,5.181248329,4.660805995,5.735701309,5.626593458,5.172476663,4.835444337,4.692566938,4.128015122,4.255520448,4.198232231,3.765869465,3.798260327,3.48486511,3.62980089,3.600124696,3.581972329,3.173190196,3.311913282,3.36586889,3.533868815,3.360469945,3.46535532,3.251412856,3.077374575,2.493894752,2.60567253,2.836596277,2.78341887,2.679305921,2.983052345,3.224841138,2.750218262,2.522278766,2.443670816,2.371303983,2.350782884,2.466920999,2.575917794,2.559893896,2.713889458,2.664580485,2.795563146
Guatemala,GTM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.157922234,1.122221065,1.045307811,1.173007511,1.003834253,1.395590485,1.373454875,1.45714605,1.266687364,1.025999767,1.696428571,1.118500605,1.141987057,0.910753902,0.898307765,1.231486561,1.271390282,1.372137579,1.181121819,1.306678256,1.316851537,1.889449104,2.025718678,2.035934099,2.190849287,2.007370436,1.667497995,1.750710007,1.869076997,1.80285163,1.728011563,1.268437264,1.472620375,1.267060171,1.178534599,1.080427374,0.895717414,0.742817943,0.720839851,0.67560076,0.918401635,1.052062929,0.762245026,0.815655343,0.479416089,0.383913657,0.431829465,0.398456601,0.468231103,0.395326074,0.441382604,0.459619448,0.475870731,0.501954236,0.456214349,0.432011238,0.464536552,0.402560936,0.390612897,0.465831692,0.483220756
Guyana,GUY,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.645962733,1.645962733,1.645962733,1.645962733,1.645962733,1.645962733,1.645962733,1.645962733,1.645962733,1.645962733,1.645962733,1.645962733,1.645962733,1.645962733,2.850574713,6.958105647,8.352601156,6.074582924,3.89084507,3.715012723,3.700265252,3.944896681,5.126556017,4.516348774,4.674705882,8.436863544,5.355855856,3.08608877,2.663766014,1.583736689,0.90582828,0.582892778,0.969692301,0.950952236,1.005936721,0.915520386,0.787830934,0.787830934,0.787830934,0.787830934,1.765977248,2.017945623,2.293286681,2.199716827,2.809324834,1.410485837,1.314883633,1.434891751,1.587459707,1.533188256,1.375436888,1.258127723,1.172176328,1.176947343,1.276332004,1.452213332,1.476476872,1.650397728,1.593320009,1.60417879,1.199003089
High income,HIC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,6.961134405,6.930617309,7.000024373,6.578850322,6.044639328,5.733885936,6.147147443,6.619753127,6.493813116,5.994472604,5.246439094,4.686307396,4.394749668,3.932313508,3.91014184,3.803580419,3.609908401,3.734496437,3.559989722,3.581127566,3.658246827,3.965287114,4.58327573,4.360141249,4.382254516,4.439808779,4.028974768,3.871459936,3.604481692,3.539868227,3.428308689,3.106221767,3.014380125,2.846207038,2.636391621,2.42278492,2.359719617,2.375221603,2.337440286,2.253182421,2.259909656,2.289068362,2.40251491,2.485700587,2.503215248,2.514407708,2.503647927,2.481372046,2.578379443,2.830770827,2.798111496,2.704834839,2.641721229,2.530319305,2.446239833,2.444459709,2.370074032,2.3368593,2.337659402,2.391627201,2.612844201
Honduras,HND,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.168405365,1.075842697,0.988387097,0.931707317,1.280087527,1.229105211,1.181818182,1.137123746,1.085450346,1.068249258,1.369294606,1.470019342,1.83600713,1.683377309,1.598864711,1.903914591,1.758160237,1.904761905,2.269615587,2.239548023,2.221356196,2.145770527,2.307559842,2.274943126,2.440494125,2.582772359,2.77011947,2.950030102,2.853745541,2.670795433,2.201483609,1.544685546,1.544685546,1.157829785,1.157829785,1.157829785,1.157829785,1.157829785,1.157829785,1.157829785,0.72992906,0.822610515,0.809187514,0.998264922,0.682692754,0.641478464,0.692430001,0.776008265,0.953978556,1.074910696,1.074457208,1.131309103,1.146018554,1.601318215,1.548645141,1.67127565,1.664701304,1.724405178,1.607694472,1.623597965,1.659938269
Heavily indebted poor countries (HIPC),HPC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.563673525,1.563673525,1.563673525,1.563673525,1.563673525,1.563673525,1.563673525,1.563673525,1.563673525,1.563673525,1.65832619,1.644377199,1.649561223,1.472468533,1.460586233,1.548582954,1.714147267,1.604612235,1.491587523,1.722488792,2.095824649,2.690784623,2.577276056,2.654324603,2.828897233,2.639091888,2.865729891,2.688287955,2.905410172,2.982881949,3.341005534,3.152923518,2.160776308,2.354841004,1.945702053,1.569356165,1.496041546,1.512860334,2.172407304,2.407859764,2.063006293,1.948844114,1.854425575,1.616821808,1.952694869,1.734168433,1.814115427,2.062725504,1.897064644,1.944328297,1.369687379,1.309799385,1.184761033,1.241440965,1.295343057,1.374835119,1.46198399,1.552802566,1.191588838,1.198857362,1.236419674
Croatia,HRV,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,7.607386443,7.607386443,7.607386443,7.607386443,7.607386443,7.607386443,7.607386443,7.607386443,7.607386443,7.607386443,7.607386443,7.607386443,7.607386443,7.607386443,7.607386443,7.607386443,7.607386443,7.607386443,7.607386443,7.607386443,7.607386443,7.607386443,7.607386443,7.607386443,7.607386443,7.607386443,7.607386443,7.607386443,7.607386443,7.607386443,7.607386443,7.607386443,7.607386443,10.72675715,11.14817729,9.31501043,8.292011147,8.942492529,6.600219472,4.42962971,3.030055777,2.702773773,2.730633337,2.046298882,1.760143749,1.762328437,1.68580508,1.628430615,1.845187915,1.803670235,1.695435808,1.769271041,1.688416447,1.644416047,1.845033536,1.783240088,1.621882181,1.665301436,1.574563806,1.648867463,1.848949001
Haiti,HTI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.088607367,0.088607367,0.088607367,0.088607367,0.088607367,0.088607367,0.088607367,0.088607367,0.088607367,0.088607367,0.088607367,0.088607367,0.088607367,0.088607367,0.088607367,0.088607367,0.088607367,0.088607367,0.088607367,0.088607367,0.088607367,0.088607367,0.088607367,0.088607367,0.088607367,0.088607367,0.088607367,0.088607367,0.088607367,0.089119409,0.102173248,0.111550388,0.113783289,0.106326028,0.077784781,0.106210123,0.106210123,0.106210123,0.106210123,0.106210123,0.106210123,0.106210123,0.106210123,0.106210123,0.106210123,0.106210123,0.106210123,0.106210123,0.106210123,0.106210123,0.106210123,0.106210123,0.106210123,0.000615198,0.000619837,0.000887538,0.000846301,0.00088103,0.001500802,0.001394213,0.002894075
Hungary,HUN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,4.030075188,4.030075188,4.030075188,4.030075188,4.030075188,4.030075188,4.030075188,4.030075188,4.030075188,4.030075188,4.030075188,3.741685144,3.273657289,3.006993007,3.20784139,3.335405013,3.006239365,2.95532646,3.239637923,3.239044409,3.34257975,3.333760739,3.243306994,3.335936628,3.147675013,4.972429138,3.22373255,3.155577299,3.596223271,2.786162062,2.563538027,2.161469799,2.179653172,1.90656829,1.824134384,1.324727483,1.25906104,1.476684403,1.272164175,1.4336126,1.513100227,1.57012709,1.593773802,1.642621594,1.472723819,1.412028787,1.22300996,1.270258106,1.181179736,1.128645477,1.023995608,1.038426011,1.029205366,0.945303081,0.859447823,0.90544456,1.003106301,1.026657623,1.116641387,1.254386294,1.614313257
IBRD only,IBD,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.235073091,2.096451559,2.480631983,2.735085862,2.617664251,2.878435288,2.703074817,2.763724121,2.811564645,2.87733517,3.06923182,3.174003064,2.989528638,2.769990085,3.23380568,3.775242288,3.960360006,3.871140059,3.617905983,3.016982831,2.73424212,3.0307217,3.109719998,3.190131409,2.979954754,3.048054345,3.144062083,3.192683612,3.192683612,2.807475855,2.502696661,2.225211713,2.434488471,2.249783011,2.207750644,2.1616265,2.078202885,2.066273191,1.921296368,1.977946019,1.901786403,1.976766462,2.018687785,1.984917754,1.929953371,1.909088927,1.875131101,1.850285542,1.864436024,2.048906107,1.904690133,1.830462306,1.873166905,1.909902221,1.925170459,1.929362821,1.949175988,1.895023291,1.835192635,1.855427871,1.956319525
IDA & IBRD total,IBT,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.158217877,2.158217877,2.517306545,2.672677384,2.584859747,2.904189791,2.706547635,2.892048298,2.961716313,3.067986088,3.176362406,3.229526172,3.097740129,2.827374535,3.214261048,3.825387884,3.979281797,3.895303884,3.649712018,3.11659051,2.877509669,3.115019261,3.192138486,3.292170147,3.133506705,3.170355837,3.275589295,3.27637944,3.27637944,2.858234053,2.595949184,2.392453729,2.516394328,2.341191533,2.285511681,2.224839951,2.135595663,2.116476728,1.996171514,2.056183862,1.963128955,2.028507377,2.072184519,2.032568118,1.977047066,1.938756708,1.892326679,1.869291149,1.873523179,2.054667208,1.907943642,1.814177953,1.855619532,1.886363943,1.899198855,1.906431114,1.928489517,1.882820812,1.823708649,1.833272054,1.929836537
IDA total,IDA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.841988726,3.841988726,3.841988726,3.841988726,3.841988726,3.841988726,3.841988726,3.841988726,3.841988726,3.841988726,3.841988726,3.619713604,3.872556024,3.237495412,3.075810948,4.125387275,4.10390972,4.059486296,3.866312784,3.797163143,3.927479183,3.542133182,3.631856714,3.929632732,4.123347209,3.944743503,4.147898789,3.823737573,3.266748663,3.336288374,3.413692906,3.748954786,3.439697182,3.470830857,3.340168176,3.101312573,2.881870717,2.780608324,3.03222936,3.021082822,2.691322221,2.655367563,2.683965286,2.557050791,2.504158342,2.279775947,2.092909915,2.109212648,1.984942284,2.125263259,1.952325318,1.53104026,1.570539721,1.528768043,1.515843521,1.589189986,1.651554327,1.712968589,1.662095878,1.523214995,1.570846452
IDA blend,IDB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.402547209,2.407734893,2.293279527,2.124892466,2.344353842,3.244607891,3.524435037,4.842194989,5.809363524,6.592451791,4.973803528,4.808418438,5.019827213,4.673406644,4.216873259,6.253046203,5.193571608,5.38572026,5.112088601,4.604637075,3.862463985,3.217106145,3.096812757,3.313379983,3.11670264,2.971481107,3.165180933,3.079747817,3.236532737,3.212302859,3.102208482,3.276252404,3.293954034,3.689528523,3.185161016,2.964316374,2.90834475,2.710582753,2.74106771,2.601772177,2.263853714,2.156234299,2.293024509,2.031815183,1.959396942,1.74375146,1.527559214,1.478178414,1.465448256,1.476955052,1.451637885,1.467113464,1.46769339,1.419541248,1.40638421,1.483278818,1.761883531,1.884410265,2.089570152,1.797907624,1.84163251
Indonesia,IDN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.705920807,2.705920807,2.705920807,2.705920807,2.705920807,2.705920807,2.705920807,2.705920807,2.705920807,2.705920807,2.705920807,2.705920807,2.705920807,2.705920807,2.705920807,3.492189045,3.421867625,3.206089202,3.163193529,3.020258919,2.917217691,2.884622001,2.90192827,2.39812942,2.285420259,2.170599354,2.009765396,1.72218767,1.530841059,1.389136341,1.41049292,1.324064184,1.356876007,1.223557809,1.266155617,1.226309861,1.264392528,1.497741738,1.019116844,0.810812654,0.684483764,0.572792653,0.700120209,0.909285037,0.945714622,0.750789394,0.658702778,0.712361931,0.578945804,0.571133892,0.617587092,0.653776703,0.711549473,0.918769839,0.777855178,0.882266734,0.792220213,0.865191376,0.725001628,0.804335324,0.860574024
IDA only,IDX,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.162745612,2.162745612,2.162745612,2.162745612,2.162745612,2.162745612,2.162745612,2.162745612,2.162745612,2.162745612,2.162745612,2.162745612,2.162745612,2.162745612,2.128854212,2.478803981,2.98788621,2.807938307,2.739956309,3.028636812,4.010025187,4.247998189,4.78970965,4.91460517,5.361071699,5.10208306,5.062195872,4.452282497,3.292798402,3.447790443,3.634873668,4.052642637,3.554872146,3.336705219,3.450076892,3.208275802,2.863233626,2.828050387,3.220046987,3.314931043,2.994298681,3.020760882,2.9840663,2.929636463,2.888293383,2.677230447,2.568641465,2.630853266,2.384444752,2.577040472,2.359346609,1.605931606,1.683286998,1.64440931,1.633026126,1.692415955,1.556813561,1.579069143,1.285606992,1.300370293,1.370854987
India,IND,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.004012346,2.074359721,2.745400433,4.025306026,3.81923698,3.871414914,3.572370646,3.223923721,3.245568585,3.140814558,3.18518304,3.652453524,3.717947461,3.158643767,3.202826324,3.534598781,3.477883143,3.162771937,3.126331702,3.261328658,3.13378133,3.186248122,3.345117666,3.32306866,3.416875594,3.569030278,4.106468681,4.231317527,3.728671783,3.534179728,3.14621461,2.909974328,2.704839706,2.823542246,2.664673727,2.578483572,2.472768225,2.647732426,2.727311417,2.957195647,2.948929906,2.924435546,2.82686683,2.677776932,2.828752248,2.754907666,2.52680863,2.478248209,2.631462141,3.129387179,2.889461328,2.704483558,2.618167619,2.548825679,2.543982503,2.457450601,2.543151188,2.531462588,2.433922067,2.519120764,2.8826704
Ireland,IRL,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.330386743,1.320142085,1.290219976,1.242817134,1.303207865,1.326908055,1.234360458,1.187126848,1.132851299,1.099280371,1.158609296,1.243945132,1.328811011,1.312694901,1.406932356,1.625958967,1.615162499,1.52517744,1.483083547,1.582200567,1.665267012,1.580606618,1.591236948,1.492631233,1.412439425,1.416044204,1.423205265,1.282300247,1.199434153,1.105476119,1.203503284,1.253935313,1.20411855,1.139225149,1.108732591,1.014359388,0.989927159,0.924066127,0.823869516,0.750676499,0.695697742,0.703517156,0.63401372,0.587540936,0.568322292,0.540993179,0.512936298,0.508412566,0.575952987,0.600227051,0.573792994,0.547174817,0.514494537,0.501402211,0.46067574,0.34201587,0.334441788,0.304141143,0.286862382,0.279145286,0.2874877
"Iran, Islamic Rep.",IRN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.294908833,2.346642182,2.307410877,2.590356964,2.881826748,3.249524904,3.818995368,4.457991761,5.176363591,5.969054196,5.856903291,3.047012478,2.275370278,1.864705419,8.750350248,12.06919291,11.24797233,10.18983015,11.11320509,5.797247028,5.343150185,8.190380823,7.906890638,7.09708065,6.354853844,6.51241844,6.079335975,5.889107789,6.269777621,4.557980493,2.942650125,2.169707967,1.789305444,1.700361202,2.073010005,2.154165885,2.244864511,2.498874725,2.629079248,2.404551738,2.295042222,2.418179297,2.174576366,2.405040265,2.834557805,3.036654498,3.3151938,2.653982821,2.683341921,3.047705549,2.786548061,2.381634543,2.75703583,2.244534791,2.281078729,2.760311749,2.972793279,3.105184169,2.456250505,2.100567132,2.161792177
Iraq,IRQ,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,7.050631859,6.851398869,6.910816619,8.250884643,7.956513894,8.873266564,8.520558376,8.427062374,9.220854004,11.38008475,11.16822612,10.51611103,10.64109237,12.25836203,12.49481942,11.67462212,11.16310017,9.812813426,8.117759415,6.148767876,5.511524667,10.82953444,10.82953444,10.82953444,10.82953444,10.82953444,10.82953444,10.82953444,10.82953444,10.82953444,10.82953444,10.82953444,10.82953444,10.82953444,10.82953444,10.82953444,10.82953444,10.82953444,10.82953444,10.82953444,10.82953444,10.82953444,10.82953444,10.82953444,1.675589368,2.242580305,1.897571722,2.239928025,2.367759824,2.899140076,2.70935228,2.30344022,1.899568366,3.315830961,2.950613991,5.410251036,3.503377806,3.862032019,2.851599465,3.38219585,4.054752512
Israel,ISR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,7.460248312,7.865016263,9.16079196,9.753574116,8.984626962,8.569153776,9.434673367,15.44251447,17.42801472,19.08931699,23.44705632,22.79980348,20.37101884,27.85609265,27.65528644,30.46380279,29.2455931,23.08721334,22.89113498,19.38469319,18.91933663,20.26226862,18.38821008,15.54688868,16.18222892,16.60064353,14.76771288,16.90014495,15.94709456,12.44573265,12.36268619,15.58698291,10.92507753,11.52324399,10.11996584,7.918743906,7.729654187,7.47926786,6.980216666,6.530123302,6.297164983,6.508063123,6.59401334,6.486405991,6.358035097,6.26491269,6.049564455,6.367865558,6.391801084,6.148111929,5.93634504,5.793753358,5.671590453,5.578540011,5.753370057,5.509027525,5.485117167,5.52874121,5.33188467,5.19293283,5.624526933
Italy,ITA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.713825988,2.573869075,2.633838357,2.753437954,2.727355898,2.747580162,2.988719981,2.76774694,2.648961592,2.422400827,2.058210054,2.238970947,2.391176016,2.195817414,2.070626774,1.975232168,1.828143669,1.890808512,1.879755105,1.873959467,1.763643237,1.821112506,2.005372903,2.01650142,2.008607774,1.93636892,1.977142642,2.060353644,2.072857459,2.02642732,1.880798413,1.858852684,1.751976983,1.786767973,1.71374276,1.467843143,1.588492279,1.626692799,1.644508879,1.683299798,1.741059504,1.679364738,1.706187246,1.708995537,1.68267327,1.605170416,1.525482905,1.447052519,1.535674984,1.554210702,1.500494576,1.475956597,1.426924977,1.399020419,1.282969654,1.208228326,1.334835252,1.357370559,1.359542751,1.316566978,1.567524891
Jamaica,JAM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.925307818,0.925307818,0.925307818,0.925307818,0.925307818,0.925307818,0.925307818,0.925307818,0.925307818,0.925307818,0.925307818,0.925307818,0.925307818,0.925307818,0.925307818,0.925307818,0.925307818,0.941001252,0.941001252,0.941001252,0.941001252,1.50794249,1.62772068,1.385989247,1.059731795,0.891059849,0.853933329,0.770446354,0.807990672,0.929262992,0.840785086,0.758524568,1.107838246,0.82190641,0.629920603,0.538709243,0.567656627,0.655054827,0.544947829,0.511051526,0.486319761,0.50435895,0.585431034,0.581596298,0.535969968,0.527663695,0.608922319,0.65245791,0.953354274,0.947228334,0.874180243,0.925166499,0.929535349,0.899069667,0.872871396,0.872496467,0.954824792,0.972264314,1.349094107,1.68726606,1.73506094
Jordan,JOR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,20.39674466,16.50707744,18.14550042,17.11851278,14.84217596,13.40990453,19.49426112,23.49246231,24.06381857,20.17504488,18.50802644,17.15296198,18.35518474,18.66515837,17.50998668,15.24663677,17.24101458,12.52929538,11.71749276,12.21380261,10.64587859,10.00897356,9.939695142,9.850838161,9.216300284,10.04810913,9.774560256,9.577580589,9.363614696,9.070780953,7.751067583,9.973089562,6.924248719,6.977109417,6.539457019,4.454248505,6.026917517,6.131506209,6.274621651,6.282233221,6.256556426,5.893078535,5.446014467,6.001059482,5.141721289,4.79532279,4.659324009,6.03391737,6.182098133,6.584000837,5.895420846,5.501943731,4.694379358,4.241490054,4.263219633,4.259212039,4.514193317,4.764903297,4.635771938,4.642062722,4.962536061
Japan,JPN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.080594889,0.916660202,0.882981584,0.902911616,0.875046122,0.89971399,0.879421011,0.836230313,0.793866529,0.772551017,0.773230313,0.824119314,0.842475302,0.815014489,0.862068323,0.907387057,0.891651108,0.890681062,0.891286374,0.907392111,0.906794213,0.916648153,0.926375567,0.952297427,0.958404159,0.959397914,0.962811252,0.965510913,0.949708859,0.940781036,0.941791766,0.940821904,0.94831244,0.950663825,0.9228718,0.916876617,0.911247076,0.920437898,0.938594775,0.945248337,0.931136156,0.947079856,0.955834672,0.955673906,0.941607638,0.931581653,0.917197038,0.897626654,0.920247843,0.983777357,0.958851133,0.986806493,0.967427278,0.95086605,0.966999334,0.95925133,0.944838286,0.931980259,0.940993692,0.937281087,0.996825438
Kazakhstan,KAZ,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.062620209,1.062620209,1.062620209,1.062620209,1.062620209,1.062620209,1.062620209,1.062620209,1.062620209,1.062620209,1.062620209,1.062620209,1.062620209,1.062620209,1.062620209,1.062620209,1.062620209,1.062620209,1.062620209,1.062620209,1.062620209,1.062620209,1.062620209,1.062620209,1.062620209,1.062620209,1.062620209,1.062620209,1.062620209,1.062620209,1.062620209,1.062620209,1.062620209,1.062620209,0.838731749,1.032421663,1.20199446,1.112939006,1.149738283,0.819607059,0.78464508,0.999817479,0.998337702,1.029927459,0.988239741,1.036321239,0.978998796,1.296876822,1.154668506,1.103033241,1.014415565,0.936513485,1.046906472,1.078084754,1.041692055,1.109721439,0.933551765,0.831895002,0.876907255,1.062379366,1.054852453
Kenya,KEN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.206489676,0.206489676,0.206489676,0.206489676,0.58988764,0.990334781,1.133268482,1.304993715,1.218342887,1.080069124,1.057483259,1.227715064,1.541811847,1.659278024,1.777002556,1.878902554,2.484742978,3.740175541,5.199292155,5.501605847,4.515319835,4.225324839,4.572783179,4.195233924,3.476912474,2.375757456,2.50357532,3.133743491,2.945553395,2.740851686,2.888214958,2.35425809,1.900746762,1.837741595,1.641252808,1.646716231,1.417954703,1.340638598,1.220122519,1.186974148,1.313742032,1.504754902,1.632407811,1.650099843,1.614194237,1.690587014,1.45517741,1.54791228,1.615850294,1.561448035,1.555137868,1.541418951,1.666388978,1.561909916,1.33290268,1.318070261,1.348739783,1.289110978,1.266408803,1.16769139,1.104839819
